,Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,description
132,LOC412236,638.2983814,4.216583248,1.200830075,3.511390441,0.000445769,0.02645488,"E3 ubiquitin-protein ligase LRSAM1, transcript variant X2"
99,LOC409645,231.495597,4.234603472,1.258280119,3.365390112,0.000764355,0.036289494,MAPK regulated corepressor interacting protein 2
16,LOC100577418,445.0734981,4.271954929,1.213383215,3.520697233,0.000430414,0.025689553,uncharacterized LOC100577418
197,LOC552420,588.8906264,4.280847308,1.246550659,3.434154302,0.000594406,0.030660735,"KICSTOR complex protein C12orf66 homolog, transcript variant X2"
100,LOC409999,212.7347655,4.392483558,1.278739876,3.435009449,0.000592533,0.030660735,"lipase 3, transcript variant X1"
123,LOC411750,350.511065,4.405496391,1.276218069,3.45199343,0.000556461,0.029729026,"probable E3 ubiquitin-protein ligase HERC4, transcript variant X2"
86,LOC409085,58.52897396,4.43075859,1.230932728,3.59951319,0.000318813,0.020555596,"guanine nucleotide exchange factor for Rab-3A, transcript variant X2"
155,LOC413144,598.5753281,4.4713359,1.295094442,3.45251725,0.000555382,0.029729026,"actin related protein 11, transcript variant X1"
85,LOC409017,487.7035668,4.509564079,1.388519656,3.247749543,0.001163216,0.047857896,"pantothenate kinase 4, transcript variant X1"
169,LOC550881,554.2037109,4.63327562,1.382189146,3.352128494,0.000801928,0.036737442,"mediator of RNA polymerase II transcription subunit 8, transcript variant X2"
75,LOC408314,382.3299677,4.638966762,1.402866024,3.306778184,0.000943756,0.041756726,"uncharacterized LOC408314, transcript variant X2"
217,LOC724770,139.7028886,4.667641824,1.359978705,3.432143318,0.000598831,0.030660735,uncharacterized LOC724770
91,LOC409158,349.3219191,4.727043339,1.273042343,3.713186261,0.000204666,0.015054492,"C-terminal-binding protein, transcript variant X3"
119,LOC411435,326.5286518,4.730477336,1.201547243,3.936988214,8.25E-05,0.008084738,coiled-coil domain-containing protein 50
144,LOC412584,291.5653164,4.859180097,1.073259507,4.527497839,5.97E-06,0.001286618,THO complex subunit 5 homolog
148,LOC412701,245.5550153,4.864063095,1.427125659,3.408293492,0.000653705,0.032669633,vacuolar protein sorting-associated protein 13D
23,LOC100578245,133.9849809,4.969704113,1.541570234,3.223793509,0.001265046,0.049964005,"uncharacterized LOC100578245, transcript variant X2"
159,LOC413400,360.9307757,4.973126064,1.306235724,3.807219456,0.000140538,0.011650156,double-strand break repair protein MRE11
115,LOC410922,252.3956227,4.975788619,1.361037696,3.655878623,0.000256303,0.01749726,"wiskott-Aldrich syndrome protein family member 3, transcript variant X2"
15,LOC100577397,272.5908359,5.004218253,1.306819745,3.829310257,0.000128503,0.010824298,trichohyalin
25,LOC100578339,83.34458623,5.007653835,1.220818641,4.101881859,4.10E-05,0.004919997,"condensin-2 complex subunit D3, transcript variant X3"
230,LOC725270,73.85843058,5.033777518,1.447201416,3.478283991,0.000504635,0.028036768,sentrin-specific protease 6
250,LOC726537,654.0340716,5.060345946,1.221112347,4.144046173,3.41E-05,0.004294166,probable ATP-dependent RNA helicase DDX27
228,LOC725173,214.9382504,5.073096253,1.208795625,4.196818838,2.71E-05,0.003671896,G patch domain-containing protein 11
128,LOC412000,184.3771873,5.087814407,1.427299496,3.564643876,0.000364351,0.022859525,"uncharacterized protein KIAA1841, transcript variant X2"
191,LOC552058,94.56669714,5.178141463,1.544350047,3.3529584,0.000799527,0.036737442,"uncharacterized LOC552058, transcript variant X2"
245,LOC726067,154.0030109,5.197670658,1.294276774,4.01588807,5.92E-05,0.006377088,"Hermansky-Pudlak syndrome 1 protein homolog, transcript variant X1"
174,LOC551279,461.4917685,5.221192406,1.150099257,4.53977548,5.63E-06,0.001251492,zinc finger CCCH domain-containing protein 11A
58,LOC107965022,89.10364676,5.267731211,1.294344733,4.069805421,4.71E-05,0.005341984,thyroid adenoma-associated protein homolog
136,LOC412360,175.4029581,5.288122461,1.380469163,3.830670472,0.000127795,0.010824298,transmembrane protein 231
57,LOC107965021,180.3061704,5.290790136,1.440150517,3.673775812,0.000238992,0.016727009,"phosphatidate cytidylyltransferase, mitochondrial"
130,LOC412155,162.6448856,5.310825426,1.517642741,3.499391051,0.000466322,0.027130575,F-box/WD repeat-containing protein 5
185,LOC551792,518.7290455,5.433516179,1.47227342,3.690561891,0.000223759,0.016118381,"cytosolic carboxypeptidase 1, transcript variant X12"
172,LOC551122,151.4977322,5.448327309,1.46607129,3.7162772,0.00020218,0.014977075,"coiled-coil domain-containing protein 42 like-2, transcript variant X3"
173,LOC551182,201.3931611,5.465452111,1.457895627,3.748863781,0.000177638,0.013743882,phosphatidylinositol 4-kinase alpha
264,LOC727141,692.2260332,5.571934084,1.290118427,4.318932252,1.57E-05,0.002641337,"IST1 homolog, transcript variant X1"
166,LOC413766,90.51405784,5.5912699,1.63994402,3.409427292,0.000650994,0.032669633,"protein suppressor of hairy wing, transcript variant X2"
200,LOC552450,397.480512,5.6256065,1.673622183,3.361336004,0.000775664,0.036304168,DNA repair protein RAD51 homolog A
107,LOC410345,256.5957259,5.630203822,1.533082871,3.672471937,0.000240216,0.016727009,"GATOR complex protein WDR59, transcript variant X2"
60,LOC107965048,106.3340664,5.639474314,1.441613595,3.911918099,9.16E-05,0.008501076,uncharacterized LOC107965048
50,LOC102656347,162.6752853,5.64072274,1.545369426,3.650080456,0.000262158,0.017588506,"uncharacterized LOC102656347, transcript variant X10"
243,LOC726007,41.67553006,5.658527609,1.684550144,3.359073417,0.000782043,0.036304168,"polycomb protein Scm, transcript variant X2"
258,LOC726801,62.59132786,5.696386141,1.570730264,3.626584571,0.000287195,0.018985757,peroxisomal N(1)-acetyl-spermine/spermidine oxidase
219,LOC724842,238.9608721,5.937742847,1.312170606,4.525130206,6.04E-06,0.001286618,"elongator complex protein 5, transcript variant X1"
238,LOC725711,148.2522516,5.989340343,1.653813327,3.621533485,0.000292862,0.019238632,"activin receptor type-1, transcript variant X2"
254,LOC726724,99.35625632,6.045323664,1.620077135,3.731503602,0.00019034,0.014618414,transient receptor potential channel pyrexia
139,LOC412414,68.15910553,6.063470544,1.72049583,3.524257622,0.000424671,0.025492472,FAS-associated factor 2
38,LOC102655420,87.24600331,6.07864336,1.739524276,3.494428588,0.000475078,0.027415395,uncharacterized LOC102655420
162,LOC413653,407.2291949,6.12800736,1.615529805,3.793187438,0.000148726,0.011949546,"uncharacterized LOC413653, transcript variant X2"
221,LOC724914,75.42441889,6.196494624,1.908619367,3.246584799,0.001167986,0.047857896,protein hairy
59,LOC107965033,48.527419,6.297983463,1.933991511,3.256469031,0.001128072,0.046943091,"uncharacterized LOC107965033, transcript variant X2"
133,LOC412308,207.0414296,6.428908645,1.559121436,4.12341752,3.73E-05,0.00464171,flap endonuclease 1
218,LOC724817,80.695674,6.430808892,1.857092701,3.462836772,0.000534513,0.029384124,"jerky protein homolog-like, transcript variant X2"
262,LOC727019,68.11068025,6.473960649,1.7718914,3.653700588,0.000258488,0.017531843,uncharacterized LOC727019
111,LOC410632,257.6901369,6.68960865,1.70587964,3.921500964,8.80E-05,0.008280636,"G protein-coupled receptor kinase 2, transcript variant X1"
11,LOC100576742,62.57888347,6.79434742,1.846247233,3.680085364,0.000233156,0.016454819,"integrin beta-nu, transcript variant X2"
143,LOC412446,184.9474747,6.891054627,1.429748308,4.819767638,1.44E-06,0.000428918,SCY1-like protein 2
147,LOC412687,177.1017114,6.945566205,1.510728964,4.597493243,4.28E-06,0.000970941,beclin 1-associated autophagy-related key regulator
13,LOC100577002,128.957564,6.954169224,2.081943557,3.340229471,0.000837092,0.038051056,multiple inositol polyphosphate phosphatase 1
110,LOC410582,122.2659186,7.033075593,1.951195655,3.604495312,0.00031276,0.020311094,"ornithine aminotransferase, mitochondrial"
149,LOC412727,223.0598327,7.104894223,1.481938222,4.794325509,1.63E-06,0.000473574,"cytosolic carboxypeptidase-like protein 5, transcript variant X2"
45,LOC102655840,69.1242222,7.258405487,1.788131605,4.059212123,4.92E-05,0.005413651,uncharacterized LOC102655840
27,LOC100578721,504.6404788,7.280381391,1.663840101,4.375649672,1.21E-05,0.002218579,"TBC1 domain family member 20, transcript variant X2"
14,LOC100577091,51.00049409,7.330573897,2.020723801,3.627697111,0.00028596,0.018985757,"uncharacterized LOC100577091, transcript variant X1"
134,LOC412309,96.63670693,7.398102776,1.883125205,3.928630319,8.54E-05,0.008186489,ras-related C3 botulinum toxin substrate 1
127,LOC411968,19.68412433,7.432617953,2.270156029,3.274055994,0.001060156,0.045197264,kelch-like protein 10
55,LOC107964013,333.4951013,7.548840865,1.600560091,4.71637454,2.40E-06,0.000642995,uncharacterized LOC107964013
47,LOC102656201,37.62151426,7.884479873,2.362796618,3.336927018,0.000847102,0.03830294,uncharacterized LOC102656201
30,LOC102653782,16.6534448,8.155539135,2.192960033,3.718963872,0.000200042,0.014924537,"uncharacterized LOC102653782, transcript variant X2"
40,LOC102655494,93.68591516,8.252379385,2.293705552,3.597837297,0.000320874,0.020561542,uncharacterized LOC102655494
61,LOC107965378,170.1974301,8.314504043,2.191235928,3.794435797,0.00014798,0.011949546,uncharacterized LOC107965378
56,LOC107964720,27.75670626,8.5650259,2.595025674,3.300555361,0.000964937,0.041818669,uncharacterized LOC107964720
1,GeneID_100315667,15.62423861,13.37364775,2.77103562,4.826227297,1.39E-06,0.000427458,microRNA 33
39,LOC102655469,10.28631387,13.43207028,3.113975752,4.313479407,1.61E-05,0.002664389,uncharacterized LOC102655469
69,LOC113218909,27.17290201,14.21894736,2.890738801,4.918793547,8.71E-07,0.000275619,uncharacterized LOC113218909
32,LOC102653858,13.18434716,14.46357248,3.269677555,4.423547044,9.71E-06,0.00187804,uncharacterized LOC102653858
63,LOC107965763,19.0008194,15.06789956,4.229112535,3.562898702,0.000366782,0.022859525,odorant receptor 30a-like
62,LOC107965434,9.431664179,15.58665442,2.694880505,5.783801691,7.30E-09,4.01E-06,uncharacterized LOC107965434
232,LOC725444,84.24601353,15.84787643,4.118865745,3.84763122,0.000119265,0.010381059,outer dense fiber protein 3-B
6,LOC100576093,44.37186576,15.91501188,4.06944441,3.910856196,9.20E-05,0.008501076,uncharacterized LOC100576093
66,LOC113218663,16.09910806,17.1976118,2.665752524,6.451315958,1.11E-10,9.65E-08,uncharacterized LOC113218663
72,LOC113219056,34.5204091,17.28748513,3.749588066,4.610502493,4.02E-06,0.000932383,uncharacterized LOC113219056
43,LOC102655764,21.32980817,17.43784204,4.113353581,4.239324846,2.24E-05,0.003207803,uncharacterized LOC102655764
71,LOC113219020,48.38642662,17.55910569,2.587511531,6.78609756,1.15E-11,1.09E-08,uncharacterized LOC113219020
24,LOC100578307,55.44325526,18.57797356,3.606234064,5.151627217,2.58E-07,0.000108166,"multiple inositol polyphosphate phosphatase 1, transcript variant X2"
37,LOC102655218,11.47002696,18.85884763,2.597527755,7.260306496,3.86E-13,4.48E-10,uncharacterized LOC102655218
220,LOC724864,49.79913276,19.56133055,2.592629636,7.544976837,4.52E-14,5.91E-11,"TWiK family of potassium channels protein 18, transcript variant X2"
67,LOC113218735,73.25370949,19.57831719,3.251851554,6.020667568,1.74E-09,1.21E-06,uncharacterized LOC113218735
46,LOC102656149,63.24768775,19.66904183,3.363467302,5.847846899,4.98E-09,3.06E-06,uncharacterized LOC102656149
48,LOC102656251,28.13936291,19.72426858,2.546233688,7.746448674,9.45E-15,1.65E-11,uncharacterized LOC102656251
248,LOC726274,28.3334727,19.72717851,2.773867242,7.111796199,1.15E-12,1.20E-09,"yellow-e, transcript variant X1"
10,LOC100576224,79.29381509,19.74336309,2.57469864,7.668222907,1.74E-14,2.60E-11,"carbonic anhydrase 2, transcript variant X1"
31,LOC102653814,269.0963142,20.21198799,3.255955285,6.207698269,5.38E-10,4.01E-07,uncharacterized LOC102653814
68,LOC113218760,45.45983082,21.06897432,4.907629722,4.293105942,1.76E-05,0.002746737,probable galactose-1-phosphate uridylyltransferase
44,LOC102655809,44.82870117,21.43978349,2.503097386,8.565301378,1.08E-17,2.25E-14,uncharacterized LOC102655809
256,LOC726765,150.2789959,23.25609282,2.351991019,9.887832322,4.70E-23,2.46E-19,"dynein regulatory complex protein 11, transcript variant X3"
