X-OTU-ID,D0,D1,D2,D3,D4,D5,D6
11e3f03afef2a4a8bd2e09ee34b33ed3,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Snodgrassella,NA
eb4bc1a24f8292f50674dd13fa53e569,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,uncultured gamma proteobacterium
71461cf21e9a83d1de11a3c432ddb72a,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
2a57f280b8c491bfbbca1b087c67879c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
744a48e7a8b3145d9593ed2ab96fa2ac,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,NA
b63e42a77971ef3b3738e4cff55485f7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis
5c8495b8d23f85a365be0017a776d4b8,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
13a9934a0382a34fbdb6c5b309d4d074,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
98a3799ad1bc16a01a72c515ad85aaff,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Snodgrassella,NA
f4f0a9a4efeb8240be7c25f0de92304a,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured marine microorganism
240ad7d9312e4b9591df263fbbbf19d0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
649d4d4a6ebd43ff0bffb5bfe22e4123,Bacteria,NA,NA,NA,NA,NA,NA
949b64eb4fe67a629d1ae2593b800134,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
3d97be595d024c80f8fa449a9ebeca4a,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
b62c5d7c064f1765b34f23849892624d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis
ec3979c71707e53d1bc22edbb3a55b15,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,NA
59335ba1416983a84181d7b50dccde18,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,NA
1bc5259c39e088fcd9f6b16f94f83cff,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,uncultured gamma proteobacterium
75ea64447e3d072dcdd39c3daf7e8f66,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,NA
85512657f693063f434f15ce442a0fe2,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,NA
099418ddef809c9b63e0a62e6c6081b1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
88643f74a9e6eaca2d202b463f83e999,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,NA
e7b2f370feb9a0c6d68f7718537da758,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,NA
f672b8bad188a3fa235b9a9fd0d977b5,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured marine microorganism
d955496207e1a18b0521506bad6e469e,Bacteria,NA,NA,NA,NA,NA,NA
d1890cf12c26826da7736415b9de34b1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
32fd01dba50f9b3dcd5a9eab3cedd5d3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
68c2b8b485305b991991788c7d122994,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,uncultured gamma proteobacterium
42655c29f8398f6cd18d034aa858c048,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,uncultured Flavobacteriaceae bacterium
1569908b86db4865a716ec424dda10d7,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,NA
e0507a399fbc236fffc28063c9dbe11b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
c0d9e4d0cbfb6d3a14fcfde5e3d99882,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. G3_4_3CO2
c230427069e5ca40e935cba21ead4288,Bacteria,NA,NA,NA,NA,NA,NA
7c8563ef55fec17ff22940b17fbfa04e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
9664fe808d84ac98853b2e7adc9a8547,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,uncultured Haliea sp.
41b91f4c474d7b1b3319b1fad04f3348,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
5b18ca0827dc7586e19d03e9052ad360,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Commensalibacter,Apis mellifera (honey bee)
ab3555b9efc7e40629942b9d7cb5b5e7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
297c5559dc74b9034fbe1290cee8c7e0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
a8f6b638c398a288eb372984d90f58ed,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,NA
c9624eae35200beba47a1d945017858a,Bacteria,NA,NA,NA,NA,NA,NA
ebe48b87d0f5320e99cc215ea687cfe1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
507d4848728763dbb539dd57314f7b9f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
39fb6b213d87b6165bdc763958a78864,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
d59ea305bb83665c52038d9e7038abf3,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
7d51aa559462c5c36ba38edf7a696f5a,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
b2a001f6c04eed1065b2e3f8237481d4,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
3f6e7e8723c02aa481a015b40e4cabae,Bacteria,NA,NA,NA,NA,NA,NA
03c552ebdd8740b1ffa5ecd6c578e6ea,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
278a11bec4eeb35e095e8a4866772eaa,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,NA
1376aa53e7442a71e94e663708e229e5,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,uncultured gamma proteobacterium
35f73c89a1d5d09f3a507ee24c5fb379,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
2024c7d0e9c9ad2a077eeaaa8345aa3b,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
34907a60c05d0cfe6eb204ca91140d9c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
2b73d2f868c3546012b27095671f34ac,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
03483ce551c1942e07dbd57bff9fddf2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
26434810df3b9f182250366e41dfd721,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
13359c5809345bcf300baee5a0837c64,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
279de9eec3b0115dff521e49e3208403,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,NA
c7ce4d2553431763c29b74e23bf6bb5c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
83bbbcf1549bc36edb00c99ef3a26d39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,NA
ca4f03f8c7139c557b2d113bd9fc211f,Bacteria,NA,NA,NA,NA,NA,NA
00699b87bee887bbbb6fe2162bbc3768,Bacteria,NA,NA,NA,NA,NA,NA
6b47d56eeb372a66bad0f081ef062d79,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Alhonto3
d129e7e4f82d70b02cd1c2d41a9a79b1,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
20b4d53693ebb9d7296287bc37e12146,Bacteria,NA,NA,NA,NA,NA,NA
8b143aad8c12cb1d7a0218c4022bea8a,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
3247d84ebe3ae42723f36df69855e04e,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,NA
c18838f37b34ec65cd9f3258365fdb23,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
24b2c532776aa782aeec67564f8c43cb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
435ec6f5768dd5d8402c4b0b891b2481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis
d8ccd4bf04a05d4671dd32389b2165ad,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
8f1a7ecb205ad8e678bb9d9bf5be0312,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA
ecdd4d5c1dd697bb8aa5408176818d27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,NA
9f1c427805f1b81e0ef8c5d244859b48,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudofirmus
89bdeef7ce4dbe845449543ae84e7937,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
97a09dd9f3900af6864c44bf000b12f5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis
2c9c8b81846044eefbc18865280a9561,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus suis
16bb51c38970a932135df882442e72fd,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
cd0ea678ecf43b4bd20c43aa560f4729,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
2705b37d538b0c8478e920e81929866f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
8fb2452a11c35a04cca1db7fba46e09e,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,NA
35c214dfc8c17c1251a11d6fc3740b9e,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
bfc6f98b99a4cf62ac7a375261d1a31e,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
6e2f5ad3e648ee9e6199d95de9159155,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,uncultured Haliea sp.
fb686f48916d534f2137d99bf1573526,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
3bb3549661dec185dee27741f33a194a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helsingborgensis
ac5347c034e123c1c8d26f27648059f7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,NA
2b72f7e40aaca7dd461cd563a5a00380,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,marine metagenome
2a4f9b1222c636a65da3dec5c1bb889a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
e97f801c96a70146b2f3399c5ba738fb,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Achromobacter,NA
ef52458fa122b388753b1bc32230ae5c,Bacteria,NA,NA,NA,NA,NA,NA
c5313b961b8c49b5e9709a56a1eb4f50,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,Ponticoccus sp. IMCC5002
92a5653579b638b23a3b899259a4e896,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis
4f596b521e9f56bafaf8dd3fd2faf390,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
4d6aa72a424c5a0116e9d8887ceb67cc,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
8b0810c00015582b20690590da658829,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,NA
d804406d74edfa9ea035818fd02b5a60,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Paraburkholderia tropica
4611228b2874279b2625c9d34059c165,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
15322685d92a61d62561f76c207d4d19,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. DAT823
4074e8b9b7614670f4e2d018d8d48dbf,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
e2c8501432b5aa6e0c198fc82d832d9c,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
f6cddd1cc5816e5233514d9f40968a9c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. Alhonto3
b9c47c727302f2595c74a0644063a53a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis
937166481290a471f789f25a6f4d5117,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
132bf5e62c1d4f0b850de603ac5fad07,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured bacterium,uncultured bacterium
4cf260e8434aa70adef9cb01e08f91f8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius S1
6240f055585b6ff77fa35104f95b19c7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas panni
9f94fe4c247e731470c04d422e0f5d40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
383e93bd13f8135c321678d0a9085b05,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,NA
08b643324644b3a9058d5ffc42576bdc,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,NA
a7b63cb194386df74969c23603aa936d,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,uncultured marine microorganism
2d5fb47c90e4f4b4316fe92af06332e3,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,NA
6cc33845f2d96bebf2822b09853a2195,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
1181cbf587ff7afedaefde52b29af3e4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,uncultured bacterium
61cd119cb2aa7de1f0d62406fff7afe9,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
6dcfb74cbe93ba22e7f067137f756586,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,NA,NA
a688d15fd5e03a9f2c4aefa519912d51,Bacteria,Firmicutes,Bacilli,Bacillales,Family X,Thermicanus,uncultured bacterium
d95a6b746514d48d8337f41e56ebc691,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,uncultured marine microorganism
f0a3fc48e1615e589cff2db23549498d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
14daacfdd13844b21b82cb504ce11045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,uncultured bacterium
d8b0913e23a032b6f4cd6d3a11c655c9,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
8a7e48f4fd51c894ba63ca39c8b1a752,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
ac91e44ce33f56406ca2c88585209e90,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured bacterium
4b6ecb0022dd31cb29f69dc2addb7014,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4484564ad31794b477ba42f1ed22826b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
82d364a5bc08124f0329beefdf91ddfb,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,Herbaspirillum huttiense subsp. huttiense
7fe9c9742fd5f9ffb3dca05799d3e910,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
94bb0468e3d41aac0d8dad205c2612fc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis
e99ffb0dd012b59b6b73d32e38bb361e,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,uncultured marine microorganism
a52f10d95a9684865968429f77031cb7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
f8d9c32965c0e51904e7bcf896157c1a,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,marine metagenome
565f68fddd026c7561c0dfd9ffbbad03,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
7d36a4483ec2b6a90b166a7908836f14,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
f45f4e0a7d43ceed93e239b1538dc93b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
3807cb8455b4e25f1d9e5553679bf50c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,NA
aeaed6ad2fa72bf25c380664e79e3285,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei
754048ee27c05aadc2868c730d764c6a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
8e6fc69d7ec2c89d83338ec9448a8ed2,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
772a67f3754bbbf2e9aa38d2ca6b99bf,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,uncultured gamma proteobacterium CHAB-V-35
393403d99398a082e226d9bd4a4560f9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,NA
44eaa65110e271e553578a618af02f09,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA
8e57c218b848c7a1a1003f1fbceb8e81,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
7acc8cd925c2c6e47ff7d6b4a230a0c9,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
0830d4d8af0db4e483df57c4812e4201,Bacteria,NA,NA,NA,NA,NA,NA
fdfa2cbcb6310b7e8c2c16fa5ac67da1,Unassigned,NA,NA,NA,NA,NA,NA
bff3058ab9fbe1666dd9ce0d0d0f062f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,NA
4278ddf7bffbf7570bdf6e2ae603bc88,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,NA
56a24ea87b1f46d3a847c8a8387ea7ed,Bacteria,NA,NA,NA,NA,NA,NA
eae21fa67d0118bfd1ee006f9b1a2d3d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
28c2673d20eb505e39fe713d58b85207,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
4285b051d0574a644b69a09b4234b338,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,NA
b4166bd9ae63f22be8cd5ae350ea0c91,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
6711f9bc6a78b4db9fe6ca29626bb83e,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus,uncultured organism
a00b296af3d91aa0c8a55b0eddf28d95,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,uncultured bacterium,uncultured bacterium
5a9f532c331f1c57d9100977bb97cbf6,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
243a85a37bd4d9049f6ccd620706e04f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,Fructobacillus fructosus KCTC 3544
fb58d0606cd4f1647ce7b3a2dcc01cc7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,uncultured marine microorganism
fa70d6e7b5147553c073da57e25e1e2c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
33422f4c3c1defd3a80b182e1a0c6327,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
94ae36a20bf147b0c4352989c7f475ad,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116 clade,uncultured marine bacterium,uncultured marine bacterium
10cbbbf58ff3ee17f9cbe02ab855180d,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Phaseolus acutifolius (tepary bean),Phaseolus acutifolius (tepary bean),Phaseolus acutifolius (tepary bean)
