,Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,description
35,LOC102654584,87.7780501,-6.000871331,1.584817032,-3.786475795,0.000152799,0.016972409,uncharacterized LOC102654584
84,LOC409159,119.1978479,-5.877833315,1.588672574,-3.699839357,0.000215736,0.021061477,"G-protein coupled receptor moody, transcript variant X1"
79,LOC408695,37.47225241,-5.79536091,1.705603816,-3.397835333,0.000679213,0.040776195,uncharacterized LOC408695
166,LOC724763,54.15086795,-5.777274403,1.59165714,-3.629722921,0.000283726,0.023621188,odorant receptor 9a
168,LOC724847,126.1704544,-5.678100943,1.666799712,-3.406588627,0.000657802,0.039719067,"uncharacterized LOC724847, transcript variant X1"
139,LOC551474,112.4152804,-5.6575867,1.64669229,-3.435727935,0.000590964,0.036965336,tudor and KH domain-containing protein homolog
54,LOC107965022,89.10364676,-5.632316404,1.29368378,-4.353704121,1.34E-05,0.003381675,thyroid adenoma-associated protein homolog
141,LOC551545,40.15606381,-5.475206935,1.655295634,-3.30769128,0.000940684,0.049439754,"reticulon-4-interacting protein 1 homolog, mitochondrial"
136,LOC551279,461.4917685,-5.475079942,1.149960078,-4.761104362,1.93E-06,0.00087445,zinc finger CCCH domain-containing protein 11A
68,LOC113218937,93.55298115,-5.430410485,1.458564512,-3.723119848,0.000196776,0.019576406,uncharacterized LOC113218937
18,LOC100577050,119.3449769,-5.413703938,1.612230731,-3.357896506,0.00078538,0.044606336,"uncharacterized LOC100577050, transcript variant X1"
116,LOC412727,223.0598327,-5.411861693,1.482699844,-3.650004897,0.000262235,0.023621188,"cytosolic carboxypeptidase-like protein 5, transcript variant X2"
97,LOC410439,359.1758416,-5.383465485,1.544606979,-3.485330286,0.00049153,0.032913599,"basement membrane-specific heparan sulfate proteoglycan core protein, transcript variant X3"
156,LOC552496,166.4835701,-5.367849386,1.357587113,-3.953963126,7.69E-05,0.010427992,polypeptide N-acetylgalactosaminyltransferase 35A
93,LOC409726,157.4822906,-5.316991267,1.572103561,-3.382087158,0.000719373,0.042405801,adenosine monophosphate-protein transferase Fic
165,LOC724706,200.7282333,-5.23997866,1.522686571,-3.441271999,0.000578986,0.036434276,"trichohyalin, transcript variant X6"
106,LOC411665,72.83139207,-5.207296988,1.242720444,-4.190240061,2.79E-05,0.005126099,"heparan sulfate 2-O-sulfotransferase pipe, transcript variant X3"
9,LOC100576159,161.1340633,-5.165699495,1.526654668,-3.383672551,0.000715232,0.042405801,uncharacterized LOC100576159
98,LOC410446,102.980507,-5.096311602,1.43493653,-3.551593744,0.000382906,0.028984287,uncharacterized LOC410446
121,LOC413096,140.4175969,-5.010102547,1.421734794,-3.523936087,0.000425187,0.030631043,"ubiquitin-protein ligase E3C, transcript variant X2"
23,LOC100577681,168.1221779,-4.829633285,1.410173094,-3.424851393,0.000615136,0.037577243,protein asteroid
133,LOC551021,136.2766041,-4.815056597,1.341953142,-3.588095923,0.000333102,0.025828158,"low-density lipoprotein receptor-related protein 6, transcript variant X3"
103,LOC411052,249.7986735,-4.733084483,1.301217995,-3.637426244,0.000275376,0.023621188,"sialin, transcript variant X5"
92,LOC409525,35.9627622,-4.732633847,1.427086633,-3.316290502,0.00091221,0.049118251,"oxysterol-binding protein-related protein 2, transcript variant X3"
175,LOC725079,624.5873863,-4.728491482,1.299701893,-3.638135413,0.000274619,0.023621188,GATA zinc finger domain-containing protein 14
17,LOC100576795,1055.982949,-4.677854464,1.297767253,-3.604540377,0.000312706,0.0253219,uncharacterized protein YJR142W
88,LOC409382,265.7579635,-4.627874498,1.021285981,-4.531418806,5.86E-06,0.001962493,"E3 ubiquitin-protein ligase TRIP12, transcript variant X4"
85,LOC409221,206.7848849,-4.614885227,1.327258061,-3.477006743,0.000507045,0.033311904,"uncharacterized LOC409221, transcript variant X1"
195,LOC726745,232.3321164,-4.586764113,1.376642508,-3.331848382,0.000862712,0.046936949,histone RNA hairpin-binding protein
138,LOC551401,2959.334885,-4.487406558,1.05755347,-4.243195908,2.20E-05,0.004603738,"cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1"
113,LOC412382,420.3310247,-4.465745013,1.292618569,-3.454804936,0.000550691,0.035377559,"excitatory amino acid transporter 3, transcript variant X2"
78,LOC408643,227.7615925,-4.392516673,0.954290087,-4.60291554,4.17E-06,0.00155428,"uncharacterized LOC408643, transcript variant X1"
132,LOC413987,505.4755053,-4.386095073,1.13275116,-3.872072903,0.000107914,0.013161825,"polypeptide N-acetylgalactosaminyltransferase 5, transcript variant X3"
20,LOC100577418,445.0734981,-4.36711893,1.213305739,-3.599355703,0.000319007,0.025437732,uncharacterized LOC100577418
182,LOC725770,254.4556091,-4.342827094,1.105142526,-3.92965341,8.51E-05,0.01139262,"phosphatidylinositol 3-kinase catalytic subunit type 3, transcript variant X1"
16,LOC100576563,136.4520573,-4.312406248,1.150435076,-3.748500317,0.000177895,0.018792571,"growth factor receptor-bound protein 14, transcript variant X5"
105,LOC411540,75.50241335,-4.263987406,1.213449318,-3.513939431,0.000441513,0.031162498,small G protein signaling modulator 3 homolog
107,LOC411996,165.7510104,-4.23420653,1.066740803,-3.969292744,7.21E-05,0.010042082,uncharacterized LOC411996
164,LOC724610,415.7509949,-4.207387329,0.949716349,-4.430151524,9.42E-06,0.002724801,notchless protein homolog 1
30,LOC100578705,283.056277,-4.114020918,1.131434278,-3.636111259,0.000276785,0.023621188,"uncharacterized LOC100578705, transcript variant X1"
90,LOC409463,437.1182349,-4.109687171,0.963637971,-4.264762591,2.00E-05,0.004355,"WD repeat-containing protein 63, transcript variant X4"
96,LOC410178,59.13326833,-3.974109233,1.097378317,-3.621457771,0.000292948,0.024095519,"disks large homolog 5, transcript variant X2"
149,LOC551972,288.3241911,-3.939721669,1.080045881,-3.64773547,0.000264562,0.023621188,"alpha-1,3/1,6-mannosyltransferase ALG2"
119,LOC412935,130.6460645,-3.875787441,1.067113829,-3.632028128,0.000281202,0.023621188,"coiled-coil domain-containing protein 47, transcript variant X1"
99,LOC410643,296.2366261,-3.836440343,1.118020888,-3.431456767,0.000600349,0.037107951,"homeobox protein abdominal-A homolog, transcript variant X1"
25,LOC100577783,100.0280035,-3.809941769,1.049964458,-3.628638798,0.00028492,0.023621188,"protein Skeletor, isoforms B/C, transcript variant X5"
157,LOC552684,1305.281722,-3.806025765,0.911765862,-4.174345544,2.99E-05,0.005291056,"kinesin-related protein 4, transcript variant X1"
128,LOC413462,222.850265,-3.663982643,1.055473034,-3.471412841,0.000517727,0.033801126,cyclin-G-associated kinase
102,LOC410953,355.0514911,-3.577387565,0.976174769,-3.664699888,0.000247629,0.023095806,"MLX-interacting protein, transcript variant X4"
80,LOC408722,723.4855629,-3.37402946,0.969901803,-3.478733054,0.00050379,0.033311904,sodium/potassium-transporting ATPase subunit beta-2
108,LOC412281,1226.25751,-3.208800502,0.911788736,-3.519236833,0.00043279,0.030918256,"protein purity of essence, transcript variant X1"
194,LOC726584,229.5095435,-3.038554858,0.867581338,-3.502328512,0.000461211,0.03169609,syntaxin-1A
190,LOC726352,1654.81238,-2.999704095,0.82624848,-3.630510878,0.000282861,0.023621188,transmembrane protease serine 11B-like protein
143,LOC551666,1481.043241,-2.836861927,0.770136111,-3.683585132,0.000229976,0.021777236,"double-stranded RNA-binding protein Staufen homolog 2, transcript variant X2"
